#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	spl
#open	2021-05-09-13-37-16
#fields	uid	orig_spl	resp_spl	orig_spt	resp_spt
#types	string	vector[count]	vector[count]	vector[double]	vector[double]
CXr7L6cOZbIauwbRg	40,240,256	40,416,96	0.0,1.429757,0.001304	0.0,0.075274,0.0
C9Tzfr1wgdx0LasRpg	40,432,424,432,440,424	40,16408,6944,32,4176,3912,4176,16408,16408,16408,10448,16408,16408,6232,1488,10288,2944,16408,5352,16408	0.0,0.565887,3.084338,11.524121,0.329047,0.071783	0.0,0.038152,0.001963,0.0,0.276968,0.000091,0.018086,0.002973,0.01431,0.004273,0.011131,0.018334,0.148446,0.000076,0.016857,0.004199,0.018599,0.004177,0.000041,0.029132
CdmmYh4SsjCclwCmMi	40,256	40,384,24	0.0,0.051438	0.0,0.267838,65.000682
Ci8ZWu233S6Hzx1oxi	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.035667	0.0,0.648261,0.003935,0.000043,0.004969,0.002976,0.007346,0.033641,0.000085,0.004992,0.001983,0.422958,0.00208,0.001916,0.003286,0.000982,0.652796,0.003932,0.002042,0.00894
C3jnxs1TcKDE2bMACl	40,256	40,384	0.0,0.053431	0.0,0.264637
CqRdgD13XECE5ZdTwf	40,256	40,384	0.0,0.060236	0.0,0.259049
CCotmR1MdIPkR1YtIg	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.060588	0.0,0.662334,0.004477,0.000028,0.003633,0.27519,0.005903,0.428266,0.003219,0.003461,0.001976,0.433063,0.00394,0.000095,0.877685,0.465269,0.004012,0.141249,0.004717,0.003973
C1IlAD2V9TnhoYyLod	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.066954	0.0,0.4051,0.268933,0.013006,0.030091,0.044914,0.262302,0.058693,0.016063,0.046937,0.022997,0.046999,0.039071,0.070927,0.041777,0.007522,0.041706,0.041,0.013042,0.040219
CUE6qeczDA2fRRk5a	60,40,100	40,2951,16408,16408,6041	0.0,0.0,0.007273	0.0,0.004954,0.003492,0.003446,0.00198
CA4itt4pCPZ7hDiQjj	40,400	40,24,440,24,15016	0.0,7.142931	0.0,0.001073,0.0,0.000736,0.002086
CgRtRF4XuIBxcEB3rl	40,256	40,384	0.0,0.091209	0.0,0.279925
CfBnMF4n46efFPVymh	40,256	40,384	0.0,0.077707	0.0,0.245037
CcqHJe3ylcoQQZYbn7	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.039725	0.0,1.170382,0.003432,0.000031,0.003418,0.004946,0.20076,0.00233,0.010207,0.153137,0.00264,0.00784,0.311757,0.001643,0.002008,0.001739,0.00398,0.194056,0.00196,0.004885
C4nBF2TUiVf4LDntf	40,152	40,1272	0.0,0.047375	0.0,1.360377
COSr1025qrRGetZcZk	32,553	32,1660	0.0,0.025879	0.0,0.010017
CnfK9g1pOn3vSAc8qd	32,555,702	32,1414,9615,1416,16400,16400,16400,2654	0.0,0.028009,15.438254	0.0,0.014249,0.002761,0.01373,0.002976,0.010282,0.003713,0.000032
CQal8a4arTYdBK7wD7	32,548	32,16400,9843	0.0,0.205409	0.0,0.024425,0.006946
Ce7Jvv13be65Qf9u7	32,541	32,4514	0.0,0.383278	0.0,0.014833
CdeMq943aTD6QW3yMj	40,256	40,384	0.0,0.04988	0.0,0.924799
ChKqI44wKBErcUyq86	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408	0.0,0.058298	0.0,1.037013,0.032929,0.000047,0.003767,0.190295,0.180536,0.006691,0.050701,0.145967,0.001995,0.003063,0.390703,0.002302,0.093938,0.000112,0.005629
C3gS3k3jkpl0JZOhli	40,601	40,627	0.0,0.095646	0.0,0.030353
CwEexn2SXgrLR1M0i1	40,256	40,384	0.0,0.134533	0.0,0.268736
CCxq314RbixGnqQGf1	32,536,532,522,521,524,525	32,2874,2015,1416,16400,16400,16400,13644,16400,2612,15815,5794,1478,16400,16337,10318,2874,16400,16400,16400	0.0,0.138662,2.255201,0.739202,0.452689,0.082544,6.99099	0.0,0.016517,0.000035,0.016332,0.015053,0.005959,0.010976,0.002076,0.003988,0.000025,0.014345,0.016473,0.000014,0.019528,0.004605,0.002091,0.016486,0.003976,0.003986,0.003975
CPsPwv28RnUgCJThfg	32,184	32,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400	0.0,1.348168	0.0,1.244181,0.161797,0.003898,0.004325,0.052992,0.004971,0.003985,0.002083,0.071188,0.004217,0.003508,0.066533,0.003493,0.003257,0.003762,0.04963,0.011404,0.004416,0.002856
C6iTeEBCHQOe3hK2d	40,520	40,752	0.0,2.265455	0.0,0.09547
CZHgjR2Gvwar4JEnle	40,240	40,1704,16408,8216,16408,8216,13712,16408,16408,16408,7880,8168,16408,16408,7976,16408,8072,16408,16408,7976	0.0,0.057387	0.0,0.160689,0.004891,0.133356,0.009927,0.008728,0.022087,0.107964,0.025276,0.021686,0.012285,0.012689,0.025024,0.022278,0.008945,0.082806,0.002011,0.120982,0.004365,0.001904
Cjf6H4BXvCJL23gj5	40,256	40,384	0.0,0.048199	0.0,0.279652
CoFT8L2bx4ksAeOVL	32,162	32,16400,16400,16400	0.0,0.205053	0.0,4.414925,4.062532,0.847313
CuobFqxEkgB7NDMTh	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.19024	0.0,0.70179,0.002095,0.001928,0.349073,0.002245,0.524247,0.06487,0.003445,0.058156,0.001965,0.003975,0.0147,0.017303,0.003999,0.000097,0.003976,0.332932,0.000084,0.00399
CF10Ic94oax6UFp0h	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.056613	0.0,0.425392,0.148583,0.008635,0.597667,0.002147,0.003982,0.003946,0.002025,0.003978,0.354258,0.003216,0.0036,0.00239,0.003607,0.307355,0.70064,0.00403,0.003006,0.00395
CYZult2KapWpaaWkP5	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.057188	0.0,0.253965,0.167022,0.00823,0.019766,0.027972,0.163649,0.037473,0.008932,0.028928,0.014001,0.029092,0.044011,0.041897,0.044515,0.001795,0.016711,0.003997,0.019905,0.239078
CykRwc3Z8ErldxDZK9	40,256	40,384,24	0.0,0.052173	0.0,0.261241,64.999646
C4h4xj3zSU2jd3lIv9	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.068339	0.0,0.136867,0.128762,0.000968,0.017,0.02475,0.115411,0.021865,0.191681,0.018012,0.002876,0.00612,0.002088,0.002255,0.019687,0.002013,0.003986,0.00397,0.003281,0.1919
CNkvhcQu7XotZ4xb7	40,240	40,1768,16408,8216,16408,8216,16408,8216,16408,5456,16408,16024,16408,16408,7976,16408,8072,16408,16408,7976	0.0,0.056739	0.0,0.185398,0.040222,0.623625,0.006978,0.002262,0.289323,0.002398,0.003985,0.031185,0.00462,0.033494,0.005537,0.106702,0.001774,0.418739,0.001972,0.097107,0.00644,0.040488
C0afkm4B5OSNqIkgec	40,664	40,440,4120,4120,16408,15760,16408,14304,16408,14304,16408,8008	0.0,0.477015	0.0,0.029778,0.000358,0.001131,0.002749,0.024024,0.002563,0.003388,0.21905,0.003961,0.004015,0.001963
CT1mFq4CeS5oEyVd4l	40,152	40,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408	0.0,2.881338	0.0,0.416909,0.231889,0.351233,0.331869,0.23459,0.225471,0.300267,0.302154,0.223945,0.300358,0.077072,0.300268,0.152326,0.675952,0.318592,0.283256,0.451333,0.376649,0.527344
CA22wlmTEaKv7koSh	40,240	40,1704,16408,8216,16408,8216,16408,8216,16408,8216,16408,13328,16408,16408,7976,16408,8072,16408,16408,7976	0.0,0.061086	0.0,0.380299,0.018965,0.32289,0.26998,0.102016,0.009072,0.002013,0.156028,0.017293,0.319675,0.350036,0.005013,0.003966,0.001973,0.004001,0.000084,0.223927,0.007023,0.088968
C2A3bi1pKI0OAzVg97	32,846	32,132	0.0,1.368257	0.0,0.206731
C087wFm8zTPF2rY76	40,240	40,1904,14360,16408,3440,16408,12144,16408,16408,16408,7880,8168,16408,16408,7976,16408,8072,16408,16408,7976	0.0,0.039782	0.0,0.211456,0.53731,0.040752,0.000944,0.002266,0.068795,0.024184,0.427945,0.014856,0.007433,0.007089,0.012454,0.003948,0.14533,0.004703,0.002008,0.003955,0.003071,0.088839
CZu9YX3qRQAe9Z6oM1	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.056554	0.0,0.22884,0.153297,0.011638,0.012452,0.260094,0.137769,0.00397,0.002004,0.002081,0.112432,0.004785,0.003722,0.001976,0.004,0.762738,0.186333,0.007242,0.001811,0.017975
CWbgk8pCRkwPpSJbf	40,256	40,384	0.0,0.15458	0.0,0.283216
C8HsGd4wjRSyvmm091	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.094168	0.0,0.390872,0.592441,0.000037,0.00494,0.016428,0.002601,0.034914,0.023997,0.05399,0.011047,0.629953,0.022059,0.018628,0.068928,0.008657,0.08373,0.003994,0.133674,0.02524
C8Yysp39prfFxkSLR9	40,480	40,3376	0.0,2.051044	0.0,0.026034
CTfs5t4yBQmQZEmdhl	40,256	40,384	0.0,0.171267	0.0,0.20915
CAZNb9KnnxS1dIvXi	40,256	40,384	0.0,0.036259	0.0,0.282077
CS9XPqrj0XQoLF4E4	40,456	40,4760	0.0,0.05649	0.0,0.006431
C5G9Kz7gsMo0uHcX2	40	40	0.0	0.0
CXzNP73NG9vtoVNY11	40,256	40,384	0.0,0.161172	0.0,0.273144
CX5DcZ3JGYEeSyWGEg	40,376	40,512,2944,2552,32	0.0,3.129707	0.0,0.088074,0.000359,0.001614,0.0
CBfOGa1GrryGWkmkb	40,664	40,448,4408,1488,4408,1488,1488,1216,1488,1488,4408,1488,1488,2944,1488,1488,1488,1488,1488,1488	0.0,0.124631	0.0,0.073375,0.000376,0.000017,0.002651,0.000012,0.00002,0.0,0.000012,0.003902,0.028026,0.000012,0.000016,0.001967,0.000012,0.000013,0.000016,0.000011,0.001929,0.000022
C2EHRl4sxt4MfgAx8f	40,440	40,1280	0.0,0.029802	0.0,0.007459
CyvLoL3dZKR4V4Vecl	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.057661	0.0,0.327408,0.145288,0.000039,0.004651,0.143006,0.005981,0.0153,0.001716,0.310305,0.002695,0.00399,0.003984,0.001973,0.00208,0.001519,0.08332,0.028084,0.003008,0.002081
Cna9Fcuk88PydTx55	40,304	40,4368	0.0,2.809194	0.0,0.053881
CeRaZd48HWlw5qENhf	40,304	40,4368	0.0,1.783659	0.0,0.080375
C5ZzzC1Iscum16bTU2	40,216	40,24,200	0.0,18.270843	0.0,0.793173,0.0
CWmfLb319YAjAfs8Pe	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.062673	0.0,13.065381,0.156967,0.300326,0.345699,0.204592,0.471416,0.003987,0.165567,0.002477,0.001998,0.003986,0.373975,0.001265,0.003722,0.002007,0.638965,0.047033,0.001984,0.435561
CZvIqJ3bcOOUrpe11k	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.036281	0.0,0.441169,0.630757,0.001452,0.001829,0.003207,0.002989,0.172734,0.085114,0.231171,0.001724,0.264288,0.003719,0.001969,0.003998,0.0001,0.002979,0.047573,0.001408,0.00299
CM7TU41s8yIi1UeUR3	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.196791	0.0,2.001106,0.003806,0.000042,0.003993,0.002033,0.005011,0.094921,0.002027,0.004974,0.002003,0.002079,0.177293,0.376659,0.004016,0.002005,0.210987,0.024977,0.001928,0.01406
CEPspA45IBqVeVitia	40,256	40,384	0.0,0.05345	0.0,0.285409
CsDw6INfUp3QMhDR5	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.060218	0.0,0.442867,0.202947,0.000036,0.003984,0.003963,0.004373,0.570638,0.001342,0.001881,0.001117,0.076549,0.003101,0.001976,0.017998,0.168152,0.00392,0.003984,0.155947,0.034132
CBQLxzTJh0GgcZ6n3	40	40	0.0	0.0
CmsPsy5P1jKkm3XJl	40,120,61,61,56,258,55	40,35,141,43,43,44,67	0.0,0.008775,0.09336,0.000589,0.000601,0.004319,0.008103	0.0,0.0,0.387577,0.402227,0.203905,0.0,0.199696
CVpCWw4G9GVG5YkZuf	40,384	40,1632	0.0,2.060967	0.0,0.360041
CC37jd3YKMNI84Er16	40,256	40,384	0.0,0.167758	0.0,1.607458
C0aiWt4wKmz0v8wBp	40,408	40,1240	0.0,4.593737	0.0,0.018999
CVxyqF3Luw7vPTQVIg	40,400	40,464	0.0,3.734904	0.0,0.190833
CZa46YoRdvbnc3Obf	36,380	36,224	0.0,2.189321	0.0,0.038113
Cp2MN63aZ5U81cIulg	40,256	40,384	0.0,0.318584	0.0,0.305414
CVt63R2Vw4oE0P4DO	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.084898	0.0,0.38419,0.002235,0.000025,0.47624,0.001789,0.003725,0.036006,0.001975,0.12897,0.004056,0.351123,0.003438,0.001685,0.003742,0.002232,0.013083,0.004747,0.001981,0.10543
CmYeW41ngFgzoO595c	40,416	40,12448	0.0,0.040076	0.0,0.038264
C2QmBg2bZmvTKVPJFc	60,40,100	40,16408,16408,25,8970	0.0,0.0,0.01261	0.0,0.013531,0.004877,0.0,0.002129
CnpvgB2Kg9ZA2cs281	40,384	40,1632	0.0,0.222468	0.0,1.513113
CwMaC42EJF57HMDT5f	40,400	40,1280	0.0,0.32021	0.0,0.04685
CSX6Oe4ruADxYbXg	40,872,264	40,536	0.0,0.650401,2.581757	0.0,0.022845
CWemOn3P01qZOcBhS7	40,256	40,384	0.0,0.186995	0.0,0.262897
CuFg3l3QrHTiZjyHig	40,256	40,384	0.0,0.028328	0.0,0.244563
C2qwUu3lbsrE4EBXAe	40,228	40,193	0.0,0.239861	0.0,0.143018
CNas874r3fj0aecJYb	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.056623	0.0,0.857176,0.76668,0.002515,0.002832,0.395398,0.004514,0.678692,0.00365,0.03872,0.00199,0.003984,0.003794,0.008174,0.226577,0.003476,0.261539,0.005418,0.001981,0.003998
CuLCJI21RxrgihCkt7	40,536,472,480,472	40,536,1392,1392,1392,1392,1392,1392,1392,1392,1248,536,1392,1392,1392,1392,1392,1392,1392,1392	0.0,0.411915,2.560483,7.566343,0.481401	0.0,0.069355,0.000055,0.000016,0.000023,0.001642,0.000017,0.000979,0.000022,0.000021,0.0,0.070479,0.000042,0.000013,0.000292,0.000019,0.000012,0.001614,0.000017,0.000013
CtsB4C2pIU940db1Fa	40	40	0.0	0.0
Ciclnx3FjpE09asaNh	40,648,640,640,640,640,640	40,2680,2304,1784,1528,3464,16408,120,16408,14304,16408,4024	0.0,0.044894,0.398075,0.368691,0.767075,0.262803,0.21721	0.0,0.034905,0.021312,0.020773,0.02124,0.021162,0.024535,0.0,0.016003,0.003952,0.015072,0.001907
C2PetE1ZnbY9xxFqp9	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.074184	0.0,0.810029,0.003557,0.001357,0.002079,0.821925,0.005811,0.003989,0.001816,0.099188,0.001288,0.048745,0.145165,0.002342,0.416621,0.002099,0.003233,0.003526,0.013547,0.004427
CdgLtM3nzXK52t39J4	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.054804	0.0,1.0331,0.002264,0.002917,0.183077,0.156894,0.297057,0.003271,0.196291,0.107777,0.001673,0.004246,0.004711,0.366527,0.004484,0.001965,0.002087,0.00402,0.002017,0.036035
CLLSnG1lyCsk7xVWXi	40	40	0.0	0.0
CrQrmpD8AAwQRrZCl	40	40	0.0	0.0
CAsQuP1FRqhXKqa5Bc	40	40	0.0	0.0
CI7ybp1iPgGHsJQLhg	40	40	0.0	0.0
CCWS3LweZTgsxxGbe	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.028989	0.0,0.374565,0.23389,0.012883,0.403587,0.003423,0.235025,0.036977,0.025053,0.052949,0.002003,0.002001,0.067609,0.00143,0.109283,0.000967,0.09775,0.066287,0.264716,0.001986
C9qjrmhKDi7KH1ZFb	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.036353	0.0,0.500207,0.198979,0.000043,0.018011,1.375258,0.003718,0.003974,0.002001,0.002088,0.001517,0.003478,0.092111,0.300015,0.003134,0.001726,0.003993,0.003979,0.002002,0.427824
CFvvVA1fehRkVCmqX3	40,256	40,384	0.0,0.046677	0.0,0.253193
Ch2G4njBBCYhatDdf	40	40	0.0	0.0
CKJv023kZn08bbD1C6	32,162	32,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400	0.0,0.04238	0.0,0.455065,0.003999,0.213051,0.217336,0.002634,0.001992,0.214579,0.003487,0.219448,0.004906,0.008039,0.006991,0.196586,0.004303,0.003711,0.00398,0.200997,0.003979,0.004016
C1RwB02olWTneVFXih	40,648	40,13608	0.0,0.039475	0.0,0.051215
CSKAVp4cTMiCWgZb2l	40	40	0.0	0.0
CMLVUm1HYJkCtGhi19	40	40	0.0	0.0
CYk5Ns19AxioBDmDhh	40	40	0.0	0.0
CeVsC41XIjkviqajJ5	40	40	0.0	0.0
CC2mHcLOyK7c6OFU3	40	40	0.0	0.0
CRnjPg1iKyi5vQ7MB1	40,432,424	40,4176,16408,2800,32,4176,3912	0.0,0.460226,3.739352	0.0,0.019775,0.004293,0.000033,0.0,0.019388,0.000049
CwGf4E3EnVwbc0JjR5	40	40	0.0	0.0
Cwlna21Z8Itsdo4cvl	40	40	0.0	0.0
CL0b3g4nRu3d66PYS3	40	40	0.0	0.0
CVtm1y4t8CBwd9vXT5	40	40	0.0	0.0
COVT3V34tNAK0uZO4a	40	40	0.0	0.0
CamjI21sN093YAizrd	40	40	0.0	0.0
Cbqxzo4erqtDbaLEo8	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.096315	0.0,0.191621,0.274883,0.000065,0.082414,0.027717,0.003912,0.004297,0.001274,0.008949,0.079309,0.011255,0.003972,0.017002,0.00286,0.269172,0.015911,0.002082,0.068907,0.207072
C6jL0A73JFt07Mne6	40,320	40,1488,3312	0.0,0.051503	0.0,0.021157,0.001586
C7tsdU2LnDORRwspOa	40,872,264,872,264	40,536,536	0.0,4.525346,1.270601,0.067591,0.08899	0.0,0.043064,0.04041
CcTC4U2EZ99fCaUyI3	40	40	0.0	0.0
CzyFwk3UsIb2tYWh1k	40	40	0.0	0.0
CqJbgt4Pb6oz7vuBn8	40	40	0.0	0.0
CJ0lGkxsEuWazpXg1	40	40	0.0	0.0
CVmU2tIt4yjqRo2Uj	40,248,224,224,224,224,224,224	40,24,288,24,288,24,288,24,288,24,288,24,288,24,288	0.0,0.948508,0.079458,0.003986,0.068543,0.28713,0.48804,4.533578	0.0,0.359897,0.0,1.535293,0.0,0.0,0.0,0.0,0.0,0.605898,0.0,0.0,0.0,0.370432,0.0
Cs62nG15bTJbOfeJA9	40	40	0.0	0.0
CJ2llf2i2EHVyuXGok	40	40	0.0	0.0
Cf9Sp1t94x0xqixRc	40	40	0.0	0.0
Ctnd174u4ZKmsc0Qp2	40	40	0.0	0.0
Ck7IAT2PlDRz7jr6x9	40	40	0.0	0.0
Caz3lYJbvkoeEsjxl	40	40	0.0	0.0
Cw1J2CxfXT7T8xWu6	40,792	40,840,32	0.0,0.333698	0.0,0.179154,0.0
CxyASh2NpGZP5jMHJ1	40	40	0.0	0.0
C72Gvw20TRYVc1cwF6	40	40	0.0	0.0
CYBxaK36Abys8S1xs8	40	40	0.0	0.0
CHivlu7CFrUNuV2i	40	40	0.0	0.0
CACd1Mn3oRoGP3YT2	40	40	0.0	0.0
CtG9Z62O45rpsVC5T	40,256	40,344	0.0,1.399652	0.0,0.212339
Co04PU11U4Utj0MKjj	40,432,432	40,3664,32,4176,4120,7360	0.0,0.111896,7.059139	0.0,0.021291,0.0,0.019845,0.001795,0.000388
Cf3KZv1Mc2k3eDGWVd	40	40	0.0	0.0
C3AE97jpYolti7QW5	40	40	0.0	0.0
CuKap02eiuNiUC9Rtl	40	40	0.0	0.0
COLRJygZm9Oytcm02	40	40	0.0	0.0
CCRSja1g6xvzXg2i4l	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.043109	0.0,0.432316,0.150708,0.000061,0.349938,0.073309,0.586958,0.001827,0.001997,0.003957,0.001,0.002042,0.109221,0.000987,0.068037,0.000975,0.002735,0.307543,0.001991,0.408702
C6or7W2C4s7MAM077j	40	40	0.0	0.0
CFGXbd1E2qslkxHLSe	40,256	40,384	0.0,0.119547	0.0,0.20296
Cxitnhr3oFI4KYaP1	40	40	0.0	0.0
CqvZlZ1hrJB4XgxZ5k	40	40	0.0	0.0
CuEjBv1fK47oZVYeE1	40	40	0.0	0.0
Cn4Nog200FrbYVHanc	40	40	0.0	0.0
CXd0wG3pyTOaFitWd5	40	40	0.0	0.0
CHcTwo1O095ZbBmMxf	40	40	0.0	0.0
C113lT2L4kVPNq5z0l	40	40	0.0	0.0
C8Rapc1O6y8qwapFWh	40	40	0.0	0.0
CAS4sW2DmEZVOeoTU5	40	40	0.0	0.0
CCSUly2RAIeUy2GU43	40	40	0.0	0.0
CI6aS93ho7v9ooFOq5	40	40	0.0	0.0
CSdAsb4sFMWTJ5Xqse	40	40	0.0	0.0
CXJ7z62bRfGoQweYkj	40	40	0.0	0.0
CeDdCg3OFlwiAbxAPk	40	40	0.0	0.0
C5hzVX3Dhryi6bldXh	40	40	0.0	0.0
Cbr8pC4XatPNMmqf57	40	40	0.0	0.0
CcIuos2imwbsNV1qla	40	40	0.0	0.0
CzJ3fJ1qC1A2wevnOk	40	40	0.0	0.0
CTy5oF2JPVkMsIgkSj	40	40	0.0	0.0
CI0gUj1Vqfgfh4DXQ8	40	40	0.0	0.0
Cmqlie3N0EIvk1hQq3	40	40	0.0	0.0
CYz9vm4gkTqdAHm0Db	40,432	40,16408,672	0.0,0.052007	0.0,0.026802,0.0
CPSClF1oOpxoYQGfEj	40	40	0.0	0.0
CfOeMT1coZ0bJq8nRh	40	40	0.0	0.0
CMiWOi4IRRHtvvsPDd	40	40	0.0	0.0
CfEDkz4QbZ3USrmZme	40,408	40,352,144	0.0,1.802514	0.0,0.341747,0.0
CGPJwU2ttPaVRCCGA6	40	40	0.0	0.0
CacQNx48C7SD2RbHYb	40	40	0.0	0.0
CgSqSm4r6u45EqAcD7	40	40	0.0	0.0
CyQoKD4sUwVTlrmkCd	40	40	0.0	0.0
Cvt8N84ot5W0faByoh	40	40	0.0	0.0
Cqool1339NNpkr9V12	40	40	0.0	0.0
CAIvQ5ceEBVZkty42	40	40	0.0	0.0
CGY0sz4alHIAgmcYrc	40	40	0.0	0.0
CjaNvD22E8fuuRmgC	40,400,1744	40,168	0.0,2.563817,0.003835	0.0,0.067183
CUnc2dsEvMlVZkACf	40	40	0.0	0.0
CrL2Wx2Ksq4c8niUD7	40	40	0.0	0.0
CW3L4W3yWMr2FkWA4i	40	40	0.0	0.0
Co4Wwt3gQoMbCr71l	40,400,400,400	40,472,352,144,352,144	0.0,0.262011,0.742418,0.085753	0.0,0.172661,0.172583,0.0,0.158503,0.0
Cdy31OMxehDI7nGVj	40	40	0.0	0.0
CK2O7r2DYIE7SoAwP4	40	40	0.0	0.0
CUokWJ2gAPUWLtdmw7	40	40	0.0	0.0
Ci7fcP3V9DA75PHSS	40	40	0.0	0.0
CT8KQl34a3LEjrs3L	40	40	0.0	0.0
C40hgx4maz1TuZk8F3	40	40	0.0	0.0
CSwRlu2OMvLNv95mD6	40	40	0.0	0.0
C5T13c4U2nhhqzAgPl	40	40	0.0	0.0
C427232FItlZYN1g8h	40	40	0.0	0.0
C3V86n4PgArGwyL9U9	40	40	0.0	0.0
C9FrF8tKyytjucZd8	40	40	0.0	0.0
CJkdIt1mOS4ASuz0Sb	40	40	0.0	0.0
CQgMASghaiiCjW139	40,256	40,384	0.0,0.172741	0.0,0.259043
CoJa2q3bQrzMoCOtG8	40	40	0.0	0.0
CL3ZuX2zxbHA2bO4eg	40	40	0.0	0.0
CoX1KdG7ZMUKPczv7	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.058495	0.0,0.227835,0.152398,0.005552,0.020827,0.267178,0.002166,0.003901,0.002001,0.184998,0.20745,0.003516,0.004783,0.001993,0.004193,0.393439,0.126571,0.002001,0.00098,0.001392
C54yg035w5YXPRnoSg	40	40	0.0	0.0
CZYOqk3nxRLYee166	40	40	0.0	0.0
Cu4dCz3uoDmqV3cQ3d	40	40	0.0	0.0
CZ18W22YQC3KJZ1ut2	40	40	0.0	0.0
CwE4324xNRQjHb26Ni	40	40	0.0	0.0
CnPzCiibQGEm4r1gl	40	40	0.0	0.0
Cf0Tb81h6r33yW6pW6	40	40	0.0	0.0
CJgtkpLkU9ro8x1E7	40	40	0.0	0.0
CeKyn93yet6E96pfq8	40	40	0.0	0.0
Cc3UZn2dduJ0dNIQPh	40	40	0.0	0.0
CEADC61VcO8QbkYLe4	40	40	0.0	0.0
CBxC8x29sY2NzqPt8d	40	40	0.0	0.0
CAVmop2FBKfNZSewC7	40	40	0.0	0.0
CyPTmZ2hfRI0mQfQvi	40	40	0.0	0.0
CyGk5e4mMcdx5KOUP6	40	40	0.0	0.0
CsyXc81l3LA0CFtFm3	40	40	0.0	0.0
CkgLNn1cHwdFpu70dg	40	40	0.0	0.0
CzGwJt2ohsr0TXNNqg	40	40	0.0	0.0
CB0ltVwTlxc0kCQF2	40	40	0.0	0.0
CEzzE235WL77Mj1Emf	40	40	0.0	0.0
C8KIp11dv5m1FzWB27	40	40	0.0	0.0
C4Xsu02LxsbIbNUqol	40	40	0.0	0.0
C2kbGy3FNHfkR7F0Hj	40	40	0.0	0.0
CcEMdo44Cd6IJG4J0j	40	40	0.0	0.0
