uid,orig_spl,resp_spl,orig_spt,resp_spt,label
Cbq8n8nCNsIkdW049,"40,152,33,1039,111,41,41,41,41,41,26","40,51,37,33,253,186,41,50,183,41,41,55","0.0,0.002894,0.0348,53.194805,0.002982,0.000298,58.869803,58.266822,58.980072,0.050567,0.000463","0.0,0.020268,0.000024,0.000004,0.01614,0.000052,0.000028,0.000014,0.000012,0.027733,0.00669,0.0085",5-kali
CyPeGh9AFFTFpCIj,"40,434,489,509","40,441,205,195,26","0.0,0.44323,0.177427,0.29025","0.0,0.035619,0.025153,0.020281,9.999008",5-kali
CwLdrd1PrZ9NXK6Rk3,"40,152,33,344","40,64,33,8216","0.0,0.075007,0.011661,0.468907","0.0,0.000033,0.011011,2.067595",5-kali
CNVxpV1vI7pRO7iWee,"64,1152","64,1264","0.0,0.169318","0.0,0.020552",5-kali
C0Ecrm1EyE1tvr38je,"40,26",40,"0.0,0.607884",0.0,5-kali
CltkWZr0uDf16jeZb,"40,1104,26","40,8216,3721","0.0,0.021802,0.321827","0.0,0.085969,0.018255",5-kali
CYgmzE1VKSLKXzSiK1,"64,384,48","64,144","0.0,0.00056,24.95079","0.0,0.164279",5-kali
C4z7j21QXdu7U59Adf,"40,479","40,2783,2783,2783,2783,2783,2613,2783,2783,2783,2783,2783,2613","0.0,0.211775","0.0,0.103392,0.001864,0.000026,0.000909,0.01248,0.05506,0.007068,0.021401,0.000014,0.001813,0.005161,0.000062",5-kali
CoOyzh1AXJ0w3FtVMk,"40,479","40,2783,2783,2783,2783,2783,2613,2783,2783,2783,2783,2783,2613","0.0,0.112308","0.0,0.018137,0.00005,0.00002,0.002208,0.000028,0.014363,0.013869,0.003157,0.002625,0.003712,0.005479,0.001297",5-kali
CRo7Oa3Kyg4Y4RizEh,"40,479,26","40,2783,2783,2783,2783,2783,2613,2783,2783,2783,2783,2783,2613,16408,11284,26","0.0,0.111864,81.396137","0.0,0.020592,0.004265,0.000061,0.000024,0.000022,0.01897,0.014334,0.005535,0.0013,0.008101,0.06117,0.000053,0.009444,0.009868,0.028257",5-kali
C29wUH2ZSxA0KHUSjj,"40,152,33,41,26","40,51,37,33","0.0,0.129674,0.320863,0.54688,0.251276","0.0,0.00003,0.000008,0.00762",5-kali
CRJscY3z1CLsAXLr7j,"40,152,372,33,208,194,291,196,41,41,41,41,26","40,64,101,33,101,101,101,101,41,41,41","0.0,0.049708,0.0,0.000119,5.464971,42.37276,11.083457,18.24682,58.494959,58.704192,58.080929,4.892428,0.251598","0.0,0.002152,0.032608,0.000017,0.011764,0.037275,0.04112,0.010279,0.011625,0.013756,0.010109",5-kali
CWZJAB22FIM3fOGa4g,"40,152,393,33,108","40,54,1784,2783,2783,2783,2783","0.0,0.048481,0.0,0.052127,0.51999","0.0,0.062746,0.000085,0.207916,0.000024,0.000019,0.029169",5-kali
CDWXPj1jJK6m2Uw6Ob,"40,344,26","40,4477,29","0.0,0.002881,25.528282","0.0,0.030296,0.000009",5-kali
CaZReOiVy9Lh5z8de,"40,804","40,486","0.0,0.380298","0.0,0.019784",5-kali
CU4hHd1nrqQhuhL12h,"40,611,641,619,833,830,825,713","40,13770,551,3544,695,828,931,16408","0.0,0.034375,0.031064,0.017139,0.162102,0.028174,0.262376,0.037276","0.0,0.166877,0.053432,0.139035,0.072107,0.054484,0.049182,0.121824",5-kali
C4J45m1YQq7RNzxU16,"40,604",40,"0.0,0.040221",0.0,5-kali
C3DjOF4Sd5xnWxAqId,"96,448","64,576,48","0.0,0.242358","0.0,0.192395,0.000018",5-kali
CZcwBg2A6AAeCe5v,"96,448","64,576,48","0.0,0.242513","0.0,0.168159,0.000013",5-kali
CxLHEO1yzq3VwEIUIc,"40,26","40,26","0.0,5.690963","0.0,0.016994",5-kali
CJf6eN3TZPChMKzlIk,"40,152,913,33,474,451,564,548,41,41,41,41,26","40,64,33,751,33,364,33,460,33,478,33,488,33,41,41,41","0.0,0.348662,0.011954,0.098594,7.048033,38.360687,11.710025,19.188704,58.485579,58.681771,58.157903,4.767933,0.280373","0.0,0.000009,0.010354,0.085398,0.000043,0.1274,0.000047,0.120801,0.000051,0.185789,0.000633,0.375979,0.000025,0.033638,0.004712,0.032331",5-kali
C2ODhq2zOWYnIsg5wj,"40,60,437,36,477,36,36,36,40,26","40,68,1251,32,36,433,36,36,36","0.0,0.347481,0.011441,58.446109,18.641753,58.680657,58.677838,58.156005,4.768843,0.279892","0.0,0.001422,0.016189,0.000034,0.007281,0.007995,0.037596,0.006519,0.032213",5-kali
CKlfjn2JII10XjTll2,"40,152,277,139,140,144,148,144,140,33,144,140,137","40,64","0.0,0.131058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124252,0.0,0.0,0.0","0.0,0.00004",5-kali
CISCe94WVcM3hWjIT6,"40,352,26","40,2853,26","0.0,0.964495,0.630434","0.0,0.111997,0.108786",5-kali
ChnfzL3t7M6OrjVOZ7,"40,152,478,33","40,64,33,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,657,1393,1393,1393,1393,1393","0.0,0.105464,0.0,0.007534","0.0,0.00004,0.041877,0.004243,0.000007,0.000013,0.000005,0.009697,0.000026,0.00003,0.064472,0.000031,0.008326,0.000018,0.028349,0.000018,0.006576,0.000032,0.007502,0.00004",5-kali
CERThx9oCOl1rZth8,"40,152,340,83,82,78,78,80,79,89,33,78,84,91,98,81","40,64,33,1393,909,1393,233,1393,1393,1393,247,1393,1393,1393,1393,1393,1393,1393,120,1393","0.0,0.120295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084441,0.092792,0.0,0.0,0.0,0.0","0.0,0.000041,0.008716,0.005918,0.000042,0.000016,0.00001,0.000008,0.000033,0.000016,0.062428,0.000043,0.000018,0.000009,0.017686,0.0,0.000043,0.000015,0.0,0.000009",5-kali
CPrd2V1MuuB7wFqIYb,"40,362,361,26","40,6770,6718,26","0.0,0.014358,0.183644,0.300637","0.0,0.021131,0.024032,0.015369",5-kali
CHBEVo2meUnaAlyLB3,"40,1554,26","40,1671","0.0,0.539144,1.487382","0.0,0.145801",5-kali
CYQQJT1HKyzQayZcgd,"40,815,766,26","40,415,415","0.0,0.128857,0.241296,2.281317","0.0,0.121087,0.117068",5-kali
CD1URpbvXZCdwgHgd,"40,26","40,26","0.0,0.137836","0.0,0.027678",5-kali
CwJ4qn2J0F3vHOh0T8,"40,26",40,"0.0,2.241695",0.0,5-kali
CJAlKOa5WyyAfXDza,"40,26",40,"0.0,2.529422",0.0,5-kali
CeLhzSyRfDBhPzc56,"40,327","40,16408","0.0,0.224566","0.0,0.022717",5-kali
CzoBS91KeuZePGY5B,"40,319",40,"0.0,0.005651",0.0,5-kali
CJ1RIK2bnQ1s7OtZul,"40,152,202,33","40,64,33,1393,1393,1393,1393,1393,1393,425,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393","0.0,0.091764,0.003299,0.011124","0.0,0.000023,0.006878,0.104495,0.002982,0.000062,0.000029,0.000023,0.000008,0.000015,0.091088,0.00004,0.000014,0.000009,0.000011,0.000009,0.00001,0.000011,0.011868,0.000029",5-kali
CJLYqY1UEDI94xIMti,"40,26",40,"0.0,0.246147",0.0,5-kali
CPfdXixokZFinZmb4,"40,1486,1668,1678,26","40,556,1823,1663","0.0,0.000032,0.208156,0.302271,0.453933","0.0,0.139645,0.181638,0.176188",5-kali
CHcsbW1NdR35Wze3kj,"40,26",40,"0.0,0.581851",0.0,5-kali
CtOk8h4iyCCopaEh75,"40,26","40,26","0.0,0.738769","0.0,0.020264",5-kali
CZ66nh2I8V1CIgIaP,"40,428","40,6095","0.0,0.050567","0.0,0.021899",5-kali
CalthNrOlCQ7o3c5a,"40,425,26","40,1236,29","0.0,0.050278,0.485289","0.0,0.036534,0.000009",5-kali
C3ggYd3dKwTz3aDp5f,"40,26",40,"0.0,0.573026",0.0,5-kali
CSIcOL2e9xN7yeVFT4,"40,399,447,416,437,26","40,2319,29,4948,29,16408,16408,16408,15410,29,7470,29","0.0,0.062854,0.552759,0.202351,0.136949,0.738888","0.0,0.029667,0.000034,0.029593,0.000009,0.032799,0.013722,0.020401,0.013059,0.0,0.032345,0.000032",5-kali
Cz9mWz1HQyv8MFXnrl,"40,438","40,3818","0.0,0.049398","0.0,0.028216",5-kali
CaTaI5g7LmkO7Aqr5,"40,26",40,"0.0,0.650039",0.0,5-kali
CCk0nN3iEnqvdaOAs6,"64,48",64,"0.0,5.148495",0.0,5-kali
CmUnE71nZzC7zcppOd,"40,608,638,654","40,1034,1120","0.0,0.034158,0.053539,0.000324","0.0,0.142364,0.041847",5-kali
C9daKD16KJ8geo3cLk,"40,609,643","40,16408,8619,10981","0.0,0.032624,0.000766","0.0,0.109718,0.089922,0.000091",5-kali
CZnZJJ5e3M94WFFu5,"40,414,26","40,1741,4378,26","0.0,0.105518,0.316494","0.0,0.074437,0.000051,0.026135",5-kali
CmSz46ltBCG3eyo1k,"40,413,412,525,413,26","40,1742,2386,1743,2385,238,1742,4377,26","0.0,0.113627,0.249387,0.095818,0.073152,0.350255","0.0,0.025098,0.000043,0.034772,0.000026,0.072406,0.136021,0.001467,0.031384",5-kali
CmaEeZ19nVB03W1Wjk,"40,586,639,735,825,831,693,684","40,3041,16408,8618,5776,1116,1078,932,1576","0.0,0.033884,0.045651,0.000275,0.10251,0.025155,0.34849,0.367372","0.0,0.150325,0.11406,0.000101,0.005988,0.148538,0.075376,0.054326,0.03083",5-kali
CW9d1U17jNERA7Ibd6,"40,323,590,596,584,598,642,605,736,831,830,829,715","40,12530,1120,16408,4302,16408,8619,6611,1036,7281,1603,3398,1349,628,626","0.0,0.053815,0.070423,0.000674,0.00055,0.087745,0.000493,0.000493,0.009684,0.013248,0.020276,0.279528,0.059404","0.0,0.905883,0.026601,0.109334,0.003732,0.083531,0.017445,0.000065,0.077201,0.068737,0.144738,0.121341,0.07852,0.037465,0.027027",5-kali
CkcGKc4pLMIL9nEBN4,"40,447,26","40,6679,26","0.0,0.104259,2.032217","0.0,0.131395,0.106418",5-kali
CwmKPYSdbw6h1NXAe,"40,453,452,26","40,552,950,26","0.0,0.098773,0.138681,2.828775","0.0,0.106977,0.112181,0.123262",5-kali
Czv8wJ3P1zlDqKTJI7,"40,412,26","40,1743,16408,5719,26","0.0,0.228241,0.176237","0.0,0.026124,0.002551,0.034244,0.015858",5-kali
CvsL9E1cngo0JiNu5g,"40,377,26","40,384,26","0.0,0.500371,1.464415","0.0,0.21988,0.175064",5-kali
CpsoB02WTccVEIQ1if,"40,411","40,1744","0.0,0.228337","0.0,0.02157",5-kali
C7DRHbPrDT6QDsUyk,"40,399,26","40,366","0.0,0.124812,0.537762","0.0,0.03505",5-kali
Cm1bIh1vbo9iNNSn49,"40,413,26","40,1742,4461,26","0.0,0.277297,0.175779","0.0,0.051356,0.001496,0.139884",5-kali
CXXbh94Loz25E5EQdf,"40,26","40,26","0.0,3.855776","0.0,0.161602",5-kali
CxteJT2QJOakJQQRpg,"40,1346,1420,1371,1371,26","40,1613,329,1619,1617,26","0.0,0.591248,0.346715,23.303892,0.24724,4.180519","0.0,0.063637,0.044019,0.060939,0.059493,0.163324",5-kali
CXJajJyK8OWwdvuB7,"40,1276,26","40,298","0.0,0.063746,0.271157","0.0,0.130282",5-kali
CJU7nv6gq641VvZZg,"40,1137,319,351,875,897,26","40,324,2764,402,815,1930,266,4246,388,13816,26","0.0,0.252655,0.070855,0.019024,0.379603,0.860591,1.300554","0.0,0.120522,0.001122,0.104513,0.000788,0.108616,0.147227,0.004151,0.110553,0.115721,0.223167",5-kali
CTarAf2W7iMx7ghV6l,"40,878,26","40,402,16406,12138,4310,16408,16408,16408,16408,16408,16408,16408,15756,26","0.0,1.145148,0.886222","0.0,0.116393,0.120487,0.014632,0.002264,0.109761,0.001958,0.001755,0.005356,0.120868,0.012237,0.006031,0.128869,0.223721",5-kali
CH0XbB73OSpUuRnEc,"64,352,48","64,144","0.0,0.000507,37.931098","0.0,0.166523",5-kali
CSUlK62HVQ5S0vUBc4,"40,829,851,26","40,514,514,26","0.0,0.022494,30.017676,0.789695","0.0,0.102576,0.040936,0.023021",5-kali
CEemTE1UOE9gtnSMBb,"40,959,26","40,598","0.0,0.089862,0.399555","0.0,0.164019",5-kali
CXMbclgL3f7R7vmo1,40,"40,64",0.0,"0.0,0.000033",5-kali
CRyVcU1thQQwyPhNA4,"40,26","40,26","0.0,0.034223","0.0,0.62658",5-kali
CCbsJW2dfDCHS6him,40,40,0.0,0.0,5-kali
CGGA6l6MurnwZOT9f,"40,526,412,525,26","40,238,1743,11250,238,26","0.0,0.192872,0.251946,0.516657,0.645556","0.0,0.024324,0.066918,0.005633,0.019303,0.050311",5-kali
CJjWw63JDkNUX213J9,"40,413","40,1742","0.0,0.425894","0.0,0.042296",5-kali
C4kvwf3Pnr07hi67K5,"40,531,26","40,787,26","0.0,0.323765,0.529641","0.0,0.025828,0.061916",5-kali
CZYVHy2gWmoZKkCy85,40,40,0.0,0.0,5-kali
CzUElot2zbfw3obo3,"40,26","40,26","0.0,0.827032","0.0,0.082629",5-kali
CW7ilL2agxbGDGNHI4,"40,26","40,26","0.0,0.844737","0.0,0.084794",5-kali
CqTX8P27z009Hq9uB9,"40,26","40,26","0.0,0.661714","0.0,0.149399",5-kali
Ci126P3dPJQs1rMaA,40,"40,26",0.0,"0.0,0.593673",5-kali
CvNfqX1vkgit61d5uc,"40,26","40,26","0.0,0.823245","0.0,0.01143",5-kali
CeAuIr1efctuijEGg8,,40,,0.0,5-kali
CBbfZT39NNozqzuUji,"40,414","40,1741,16408,8216,16408,342","0.0,0.425923","0.0,0.027755,0.003599,0.0186,0.309279,0.0",5-kali
CxFnzRxmzP5ajneTl,"40,26",40,"0.0,5.073291",0.0,5-kali
CwUuah3hBeINiXjbJ3,"40,26",40,"0.0,5.07368",0.0,5-kali
C8423p2hWjOL600BPl,"40,26",40,"0.0,5.07321",0.0,5-kali
CjEEFZ22dJ6TUSYQ08,"64,1184,48","64,224","0.0,0.455744,0.911792","0.0,0.150401",5-kali
C1XJpNrHjH2K6ow6b,"40,26","40,26","0.0,0.5011","0.0,0.015494",5-kali
CJpjS64PBPwejNcVyd,"40,1638",40,"0.0,0.179886",0.0,5-kali
Cg6L7Si3MquuoJhz1,"40,1686",40,"0.0,0.171976",0.0,5-kali
CUTS8w1PBYJFdQqXgk,"40,610,26","40,272","0.0,0.119696,0.547612","0.0,0.043522",5-kali
C4XYQp3qKypYzyaola,"40,26","40,26","0.0,0.846936","0.0,0.070467",5-kali
CS28d41DLJR8YW0A2c,"40,1171,26","40,347,26","0.0,0.213829,1.079371","0.0,0.119714,0.114998",5-kali
C0Rqtoq2eCE8cuWQd,"40,26","40,26","0.0,5.10923","0.0,0.0193",5-kali
CwkTB42uTc9tAt6iBa,"64,464,48","64,224,80","0.0,1.170242,0.76696","0.0,0.031529,0.000042",5-kali
CHPSDe4zp8IuCEq9Ah,40,,0.0,,5-kali
CfPzVS3JG5xMBgyKJ1,"40,584,26","40,3690,29,26","0.0,0.695805,0.236238","0.0,0.177624,0.000008,0.103632",5-kali
CcxssGxYAk22FXgh3,"40,999,26","40,918,26","0.0,0.121054,0.986939","0.0,0.114171,0.103543",5-kali
CPbzccQbt2OdC8is,"40,26",40,"0.0,5.037128",0.0,5-kali
CnHhbo43zJAar29SXh,"40,26","40,26","0.0,4.999381","0.0,0.026035",5-kali
C5yx0o30QwoZgguJDl,"40,318","40,2783","0.0,0.048146","0.0,0.029793",5-kali
CRWuH24NvUi0PhXpE9,"76,26",40,"0.0,5.048352",0.0,5-kali
C7IzZl3H1XxM7UYQYg,"40,152,182,33,83,37,41","40,45,37,33,681,8216,6835,687,8216,8216,8216,8216,8216,8216,8216,8216,5835,26","0.0,0.002896,0.0,0.018112,0.066726,0.032819,0.000192","0.0,0.000664,0.000021,0.000004,0.000826,0.016348,0.002488,0.015465,0.004107,0.016668,0.00354,0.00209,0.025581,0.013809,0.004636,0.000053,0.00325,0.044708",5-kali
CppoMK1TymeRBCE3f7,"76,558,26","40,668","0.0,0.13464,4.769357","0.0,0.140193",5-kali
CjDH8f27WtElJw5nfi,"76,507","40,635,26","0.0,0.137082","0.0,0.144541,5.008887",5-kali
CgCF6h3BDv928QTWVa,"76,26",40,"0.0,5.278747",0.0,5-kali
CrD3PZ1d44MOed3olf,"40,1547,742,1738,1719,1725,26","40,433,433,433,433,433,26","0.0,0.087688,0.278104,0.356846,4.212303,2.022358,0.008575","0.0,0.023609,0.018786,0.025748,0.035207,0.04783,0.025686",5-kali
CWC7B13SKK40a9cAx4,"40,26","40,26","0.0,5.41453","0.0,0.03245",5-kali
C2Ad2t3G5veBVnvC0b,"40,26","40,26","0.0,5.4145","0.0,0.032306",5-kali
CI6iRq2oRzk8kK4EZg,"40,152,180,33,158,151,374,157,177,375,151,198,378,198,200,389,151,240,380,41","40,64,201,1393,1393,1300,154,154,154,154,154,154,154,154,154,154,154,154,154,154","0.0,0.132008,0.0,0.089893,1.967707,0.019694,0.011388,3.466617,25.142995,0.004917,17.439927,0.007831,0.0,11.793586,0.003683,0.003227,19.514551,10.800452,0.071147,58.817582","0.0,0.000014,0.010833,0.000022,0.000019,0.000006,0.00147,0.010096,0.009193,0.0208,0.016252,0.038413,0.005606,0.010835,0.000046,0.006242,0.000648,0.001556,0.009182,0.000535",5-kali
C2L9Xe3U7AuKK42Khi,"96,448","64,576,48","0.0,0.002877","0.0,0.112476,0.000028",5-kali
Cta12PXiyuEFhkNFl,"96,448","64,592,48","0.0,0.075275","0.0,0.141894,0.000045",5-kali
CTXynHvOhjiaOyo4e,,40,,0.0,5-kali
CioxQU2htvLp2LfZRe,,40,,0.0,5-kali
CGsD2F0o3hsmbLvJg,"40,152,718,33,604,174,762,1167,188,209,123,363,120,101,127,1127,854,92,198,542","40,45,37,33,1126,4120,210,1780,133,38,282,90,144,1027,4120,4120,1992,43,106,86","0.0,0.031917,0.002671,0.020313,1.076171,0.002404,0.000391,0.002722,7.387974,0.365578,0.085522,0.0079,0.0,0.014752,0.039816,0.000273,0.001286,0.004424,2.877246,0.102611","0.0,0.000024,0.000005,0.035862,0.212149,0.000106,0.000019,0.000028,0.189744,0.000035,0.147513,0.000688,0.295837,0.000049,0.005499,0.000104,0.000029,0.000006,0.104329,0.00002",5-kali
CfZ4781JzQb9T5BCPg,"76,752","40,972,26","0.0,0.294617","0.0,0.069386,9.999412",5-kali
CA6MMq4SgaKKopuij,"96,448","64,576,48","0.0,0.003122","0.0,0.110168,0.000035",5-kali
Cs6k2y1w74AcRtcnjc,"96,448","64,576,48","0.0,0.001851","0.0,0.117842,0.00314",5-kali
CmKi7z3ygh29T5M1T2,"40,26","40,26","0.0,1.307872","0.0,0.021091",5-kali
CMZANp1q6NI17DAMva,"40,387",40,"0.0,0.003595",0.0,5-kali
CPc19h4vMoodK4gCR,"40,152,168","40,64,33","0.0,1.163383,0.002391","0.0,0.000631,0.015161",5-kali
CpQP8v4VC5U0TohBB3,64,64,0.0,0.0,5-kali
C4O8ABBbtGHgRpFhi,"40,362,366","40,490","0.0,0.274044,1.351041","0.0,0.137004",5-kali
COTIja1p6wejh1Ownj,"96,48","64,224,48","0.0,4.874259","0.0,0.110485,0.000037",5-kali
CCnamU2ygh3WwJLzg2,"40,26","40,26","0.0,5.846339","0.0,0.117236",5-kali
CoGqMi4oObjSlqfsW9,"96,48","64,224,48","0.0,4.873742","0.0,0.15091,0.000041",5-kali
CGDO4w4bEcpELX4SI2,"76,558,26","40,668","0.0,0.00428,1.53222","0.0,0.102358",5-kali
CyU5nM2cOw5OwfvWAe,"40,458,26","40,475,26","0.0,0.116706,0.666692","0.0,0.199699,0.199334",5-kali
CBixcI3vaV5TAzcyeg,"40,707","40,3706,490,44,40,57,421,43,463,39","0.0,0.054589","0.0,0.240726,0.013604,0.000036,0.000008,0.000614,0.008146,0.000038,0.000007,0.000008",5-kali
CZ7SKo4ASwwU8KiWO3,"76,534,26","40,586","0.0,0.03685,0.593137","0.0,0.058432",5-kali
CsEBpBy9cmqKbDDT8,"40,1738,26","40,8216,4925","0.0,0.002924,0.073369","0.0,0.080535,0.056709",5-kali
CkUBuY3rwu12fHLHFk,"40,26","40,26","0.0,5.024321","0.0,0.032043",5-kali
C3rsgp4nKyqHqiYSfe,"40,152,33,41,26","40,51,37,33","0.0,0.005694,0.036245,0.150996,0.03356","0.0,0.002709,0.000027,0.013174",5-kali
Cdg97e1LF2ECKis9Ei,"40,881,26","40,499,1703,26","0.0,0.027928,76.618828","0.0,0.01715,0.000042,0.024108",5-kali
CpGTY9pYCJz9toSD1,"40,1171,26","40,347,26","0.0,0.02305,2.67081","0.0,0.12724,0.111872",5-kali
CajS7G2DOgG6F7cR6b,"76,417,26","40,339","0.0,0.418523,3.464934","0.0,0.041469",5-kali
CFXdjl2skVLtvOx4m9,"40,511,366,527,528,26","40,685,1208,701,272,26","0.0,0.053379,75.103386,0.004757,1.759866,116.343804","0.0,0.026804,0.423087,0.279509,0.097276,0.063829",5-kali
CcvwUv3Or6fT3VrAil,"40,26","40,26","0.0,5.208182","0.0,0.144423",5-kali
CkZj3y3LQqV7HblFU,"40,754,26","40,471,26","0.0,0.032512,0.461236","0.0,0.166084,0.011567",5-kali
Crlzyo3eFMrdxe90rf,"76,556,26","40,2778,44","0.0,0.212947,0.835188","0.0,0.069072,0.000013",5-kali
CDHuGlD3HVBgdmgpe,"76,507","40,635,26","0.0,0.115078","0.0,0.035472,4.993477",5-kali
CBqh2t3XpUvlKHXLd,"40,389","40,1184,26","0.0,0.109018","0.0,0.121394,4.991162",5-kali
CJ7KULUbjHyKUsoB9,"40,722,26","40,164","0.0,0.003255,0.380491","0.0,0.110516",5-kali
CDPa1m8AcD0u6z2bg,"40,421","40,170,67,26","0.0,0.4005","0.0,0.058797,0.000056,5.099334",5-kali
CixWMC4RnMj9CfwVve,"76,26",40,"0.0,5.628767",0.0,5-kali
Craqvb29ZHqnifuBr6,"40,510","40,464,26","0.0,0.109515","0.0,0.127809,5.353487",5-kali
CGLK7S3Opz7z97cPrh,"40,626,26","40,1471,26","0.0,0.527853,115.780004","0.0,0.01855,0.012793",5-kali
C9xTlxJg5eoxp5lC5,"40,464,464,26","40,879,879,26","0.0,1.351387,72.596609,116.160092","0.0,0.028227,0.054428,0.012678",5-kali
CHOCEL2YyGwigOJGkc,"40,1261,993,26","40,298,298","0.0,2.758331,0.668666,0.012748","0.0,0.144128,0.125231",5-kali
CorkLY2JUMNX9SF0Pa,"40,732,1029,851,26","40,3707,490,44,40,57,406,53,43,463,39,29,220,220","0.0,0.019049,0.107682,0.667292,0.014348","0.0,0.206998,0.015615,0.000005,0.000004,0.001373,0.003736,0.000038,0.000006,0.000006,0.000005,0.000538,0.144209,0.160829",5-kali
CXQcBgRuU81sz3sQc,"40,152,284,505,33,82,279,41,26","40,64,33,37,610,33,37,383,33","0.0,0.11403,0.002363,0.0,0.036468,16.450047,0.001281,0.000157,0.000097","0.0,0.000034,0.002279,0.010882,0.09562,0.000023,0.005434,0.135224,0.000583",5-kali
C2lhRx2sWIRmJtkvi9,"40,26","40,26","0.0,5.148055","0.0,0.106755",5-kali
CPfMTv3xFvbwDWspy2,"40,26","40,26","0.0,5.143819","0.0,0.113582",5-kali
C88Ilj6BjmQXapqj,"40,26","40,26","0.0,5.134615","0.0,0.124637",5-kali
CCfMTr17H3jMk5TY63,"40,26","40,26","0.0,5.134367","0.0,0.115984",5-kali
CNmMDR2egTlvIIXlik,"40,386,413","40,435,1718,290,278,26","0.0,0.110323,0.038632","0.0,0.151758,0.000062,0.120402,0.000765,6.072571",5-kali
C1y5cC1qDiXdsB5m45,"40,26",40,"0.0,4.950697",0.0,5-kali
CWdKIKp1SvRePsZYk,"40,26",40,"0.0,4.921796",0.0,5-kali
CBVHpR3uDuSxXZdZAb,"40,26",40,"0.0,5.259223",0.0,5-kali
C1iEK936MuBQ88gDXg,"40,152,212,33,41,41,41,41,41,26","40,51,37,33,248,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413","0.0,2.685541,0.002644,0.099195,0.149444,59.565845,58.76373,58.456108,0.010501,0.000114","0.0,0.000058,0.000023,0.001336,0.004829,0.003257,0.000039,0.001774,0.000046,0.000015,0.000009,0.00001,0.000015,0.000008,0.000009,0.002354,0.000027,0.000014,0.000014,0.00001",5-kali
COM4DG3gK3JLnIK4rh,"40,26",40,"0.0,5.233304",0.0,5-kali
CCeXkOfKesBGH4gB4,"40,26",40,"0.0,5.438784",0.0,5-kali
C7sSrD1GlHqHj0KW2e,"40,26",40,"0.0,5.245964",0.0,5-kali
CsOaks2PVEGxz4AKj5,"40,26",40,"0.0,5.482114",0.0,5-kali
Ct901q4F6b5dTQ3YDc,"40,364,381,427,543,504","40,492,12001,409,306,290,278,322,322,26","0.0,0.060026,0.041705,0.046332,1.034398,2.291797","0.0,0.067926,0.072206,0.116071,0.000026,0.121461,0.000041,0.145158,0.121015,6.025591",5-kali
CYejn5lOfRWiQojXf,"40,523,484","40,322,322,26","0.0,0.054856,1.800121","0.0,0.12834,0.193198,6.036175",5-kali
Cqh9fq2NTNXlFdTUk6,"76,496","40,468,26","0.0,0.001977","0.0,0.020426,15.203989",5-kali
CWRmuG3HkXyXNeYku7,"40,358,26","40,1471,26","0.0,0.2827,115.291176","0.0,0.062999,0.013933",5-kali
C2wQiY2IfAFgsEq7H4,"40,472","40,223,26","0.0,0.116427","0.0,0.02361,60.089505",5-kali
CWQBvW1y34muYGVvd,"40,1255,999,26","40,298,298","0.0,0.002413,10.994775,0.014547","0.0,0.123749,0.099416",5-kali
CswBnA3VR2v79N0pxb,"40,713,1023,855,26","40,3705,490,44,40,57,406,53,43,463,39,29,220,220","0.0,2.170445,0.122308,11.555258,0.016311","0.0,0.182691,0.01207,0.000006,0.000002,0.000002,0.01179,0.00085,0.000014,0.000017,0.000005,0.000003,0.12833,0.104557",5-kali
CZypIZDpC1EWC97Ni,"40,483","40,647,26","0.0,0.245108","0.0,0.119074,60.682734",5-kali
C2P7Ns2a2N3R3DpST4,"40,152,700,33,41,563,41,516,41,524,41,542,41,575,41,561,41,41,41,524","40,51,37,33,233,68,41,98,68,41,46,68,41,52,68,41,52,68,41,52","0.0,0.004184,0.0,0.000192,0.000117,8.061329,0.000146,0.367551,0.000199,31.598367,0.000252,4.492848,0.000279,2.865509,0.000191,43.131778,0.013745,58.661954,58.725532,4.772963","0.0,0.000017,0.000009,0.000008,0.015358,0.002906,0.000019,0.03535,0.000649,0.000011,0.004646,0.000012,0.000004,0.005574,0.000015,0.000016,0.058449,0.000004,0.000003,0.014314",5-kali
CVabeu3WZ21d1zHF63,"76,480,479,677,766","40,611,951,728,731,26","0.0,0.41245,0.10276,0.183321,1.336854","0.0,0.057936,0.044102,0.049191,0.042768,65.000333",5-kali
CW0WWg30td9HFjexU4,"40,26",40,"0.0,5.030081",0.0,5-kali
CGXpX411W43cnTEkU1,"40,26",40,"0.0,5.19938",0.0,5-kali
CPVgAU3v5UqzjaQsaa,"40,26",40,"0.0,5.343609",0.0,5-kali
C4870BHzKlpJGMcEd,"40,26",40,"0.0,5.030177",0.0,5-kali
CehVaZ1RoJzgoBTw15,"40,26","40,26","0.0,4.887916","0.0,0.104219",5-kali
CcWNvK3GlP8ZlZKhj6,"40,26","40,26","0.0,4.653375","0.0,0.181362",5-kali
CcjgSJ1864Gro7Fl7b,"40,26",40,"0.0,5.399771",0.0,5-kali
Ch66eFyA2TVxzouTi,"40,516","40,322,26","0.0,0.026563","0.0,0.035187,6.010097",5-kali
CCOWtq23CFyr77Tea,"40,1796,1743","40,1663,1663,26","0.0,0.036836,2.012309","0.0,0.142374,0.172388,19.989986",5-kali
